859/549 _1.56
958/463 _2.07
798*750 _598500
35*399 _13965
80-506 _-426
796/941 _0.85
359/650 _0.55
555*342 _189810
944/149 _6.34
374+706 _1080
78*705 _54990
211*194 _40934
354-511 _-157
954/320 _2.98
421-920 _-499
519*271 _140649
142-723 _-581
101-680 _-579
454/312 _1.46
721+61 _782
733-501 _232
724/463 _1.56
620-221 _399
976*718 _700768
932-978 _-46
288-566 _-278
837*326 _272862
520/156 _3.33
563/966 _0.58
845*292 _246740
810-811 _-1
258/756 _0.34
316*485 _153260
844/509 _1.66
554+514 _1068
678*435 _294930
589*305 _179645
920-836 _84
866+894 _1760
260+3 _263
182/101 _1.8
713*769 _548297
424+568 _992
355/280 _1.27
278-367 _-89
678*483 _327474
854-853 _1
269*69 _18561
733/198 _3.7
32/219 _0.15
135/759 _0.18
913/724 _1.26
373/533 _0.7
93*912 _84816
811+371 _1182
957+868 _1825
222-393 _-171
630/928 _0.68
808-946 _-138
260+774 _1034
660/751 _0.88
148*559 _82732
211/719 _0.29
254-319 _-65
551-484 _67
717+936 _1653
265*672 _178080
781/81 _9.64
496+336 _832
283+138 _421
106+450 _556
122*628 _76616
827-451 _376
572/15 _38.13
627*672 _421344
489+510 _999
262+27 _289
885/934 _0.95
263/859 _0.31
31/384 _0.08
681*697 _474657
95-880 _-785
641-737 _-96
61*12 _732
309*134 _41406
43/300 _0.14
990/760 _1.3
87+698 _785
56/713 _0.08
471*714 _336294
199*914 _181886
713+716 _1429
625*399 _249375
829/834 _0.99
987+919 _1906
630-10 _620
352*876 _308352
233/851 _0.27
257-835 _-578
308*114 _35112
429*623 _267267
533/918 _0.58
238+862 _1100
135*81 _10935
875-857 _18
461/624 _0.74
160+449 _609
563-892 _-329
200-825 _-625
350*117 _40950
574/383 _1.5
366/427 _0.86
524/584 _0.9
759/560 _1.36
646-546 _100
376+142 _518
913+187 _1100
108*274 _29592
67/525 _0.13
692-696 _-4
702*276 _193752
337-935 _-598
193+557 _750
641+561 _1202
964+90 _1054
769+217 _986
908-304 _604
362-719 _-357
179-290 _-111
204*677 _138108
643*42 _27006
784*826 _647584
385+971 _1356
318*998 _317364
423*464 _196272
934-244 _690
826-380 _446
298*393 _117114
115/450 _0.26
544+340 _884
746*774 _577404
275-827 _-552
836/175 _4.78
964*144 _138816
226-84 _142
875+871 _1746
754-987 _-233
993+329 _1322
924+818 _1742
556/625 _0.89
675*938 _633150
155/247 _0.63
493/794 _0.62
147*417 _61299
167/551 _0.3
117+332 _449
588*869 _510972
110+888 _998
452*7 _3164
603-477 _126
219/286 _0.77
220/748 _0.29
595*63 _37485
783/501 _1.56
15*830 _12450
784+303 _1087
241/475 _0.51
673/76 _8.86
400*700 _280000
348-512 _-164
906*787 _713022
519*717 _372123
342+681 _1023
906*688 _623328
8+760 _768
305*793 _241865
207-935 _-728
604*36 _21744
455+152 _607
471-343 _128
61*518 _31598
951+112 _1063
910*964 _877240
205-443 _-238
941*535 _503435
620*956 _592720
635/646 _0.98
517+538 _1055
571+565 _1136
483*270 _130410
78+758 _836
85+53 _138
343+546 _889
79/472 _0.17
452+434 _886
536/378 _1.42
343-643 _-300
757/42 _18.02
336/527 _0.64
914*731 _668134
374*343 _128282
784+343 _1127
814-694 _120
343/965 _0.36
132+582 _714
963-842 _121
825+435 _1260
369+731 _1100
268+482 _750
742/421 _1.76
617+543 _1160
487*990 _482130
124+731 _855
788/37 _21.3
720*618 _444960
603+942 _1545
268+781 _1049
939/55 _17.07
454+408 _862
938+847 _1785
46+961 _1007
363*96 _34848
641-547 _94
901-410 _491
838+766 _1604
913-925 _-12
802*241 _193282
351-760 _-409
694*644 _446936
804*808 _649632
285-220 _65
180*452 _81360
492+580 _1072
154/805 _0.19
635/743 _0.85
641*131 _83971
340+421 _761
115*369 _42435
490+979 _1469
8-917 _-909
287*641 _183967
671*551 _369721
785+429 _1214
511+413 _924
925/977 _0.95
652-8 _644
372*746 _277512
81*459 _37179
826+605 _1431
736/738 _1.0
115/108 _1.06
376*380 _142880
20-738 _-718
395-492 _-97
81+782 _863
744*956 _711264
168*785 _131880
587-812 _-225
979+908 _1887
50*43 _2150
325+684 _1009
835*840 _701400
422+633 _1055
474-427 _47
54+648 _702
568/429 _1.32
382-724 _-342
457/599 _0.76
104+118 _222
312*73 _22776
840*340 _285600
896/987 _0.91
795/786 _1.01
274*511 _140014
311+866 _1177
218+40 _258
891-500 _391
824*207 _170568
594-444 _150
13+153 _166
289-412 _-123
909*353 _320877
34-129 _-95
669-139 _530
811-544 _267
435/552 _0.79
624-250 _374
412/374 _1.1
753+721 _1474
489/729 _0.67
607/678 _0.9
526/525 _1.0
987+8 _995
619/569 _1.09
651+800 _1451
906+987 _1893
1000+292 _1292
880-341 _539
517*659 _340703
657*952 _625464
112+865 _977
45*262 _11790
526*382 _200932
19-211 _-192
574-17 _557
25*321 _8025
470+957 _1427
791+327 _1118
6*451 _2706
302+876 _1178
335/205 _1.63
782*46 _35972
521+357 _878
751-458 _293
14+439 _453
404+989 _1393
402*571 _229542
28+758 _786
466-15 _451
727+321 _1048
332+269 _601
544*847 _460768
343/981 _0.35
817*977 _798209
436/928 _0.47
47*94 _4418
543-463 _80
1000/332 _3.01
865/161 _5.37
680+934 _1614
833*415 _345695
617-983 _-366
858/549 _1.56
227-808 _-581
882/406 _2.17
453*166 _75198
7*476 _3332
153/39 _3.92
376+75 _451
951/612 _1.55
568-742 _-174
533*870 _463710
936*556 _520416
441/104 _4.24
1*752 _752
331+397 _728
34*220 _7480
63-860 _-797
170/501 _0.34
261/108 _2.42
432-152 _280
402+717 _1119
250*357 _89250
945*808 _763560
661+916 _1577
367+135 _502
299*302 _90298
997/358 _2.78
207+999 _1206
778-629 _149
817/722 _1.13
169-924 _-755
931*469 _436639
35-317 _-282
871*844 _735124
195*543 _105885
512/187 _2.74
706+492 _1198
427/275 _1.55
783/767 _1.02
863*984 _849192
326/276 _1.18
722-147 _575
957+931 _1888
800*544 _435200
10*992 _9920
852*133 _113316
922*202 _186244
421/128 _3.29
444-891 _-447
193*210 _40530
491*201 _98691
35+201 _236
135+183 _318
508-710 _-202
181/1000 _0.18
625+809 _1434
505+467 _972
696*207 _144072
951-473 _478
40*825 _33000
984-463 _521
711*830 _590130
702/399 _1.76
140+44 _184
830/759 _1.09
38*21 _798
269*161 _43309
209-497 _-288
405-954 _-549
10/445 _0.02
151/321 _0.47
7+482 _489
580+727 _1307
303-706 _-403
514+938 _1452
831/555 _1.5
918+554 _1472
403+164 _567
470+259 _729
162+103 _265
275+398 _673
443+827 _1270
627-328 _299
465+395 _860
908-135 _773
705+464 _1169
828*278 _230184
1-509 _-508
979-283 _696
54*813 _43902
796+774 _1570
502+643 _1145
180+314 _494
737/206 _3.58
522+779 _1301
637+693 _1330
704/534 _1.32
400*773 _309200
565+971 _1536
53/587 _0.09
143-247 _-104
518+231 _749
326-63 _263
230/961 _0.24
614+214 _828
277-66 _211
245+569 _814
987-199 _788
165/684 _0.24
329+707 _1036
217-553 _-336
429/529 _0.81
586*587 _343982
779+687 _1466
778*338 _262964
216*51 _11016
879+987 _1866
662/385 _1.72
533+635 _1168
449*982 _440918
842+773 _1615
482*362 _174484
689+73 _762
717+841 _1558
906*942 _853452
968/844 _1.15
421*804 _338484
454-495 _-41
203+273 _476
625+181 _806
670+876 _1546
978+989 _1967
453-147 _306
900*152 _136800
890/798 _1.12
264+675 _939
80-835 _-755
126*713 _89838
838-212 _626
71/179 _0.4
775+660 _1435
254/787 _0.32
712*419 _298328
957/198 _4.83
221*778 _171938
706*64 _45184
446-564 _-118
481/768 _0.63
954/76 _12.55
859-950 _-91
58/26 _2.23
356-267 _89
261+758 _1019
203+19 _222
162+817 _979
113-448 _-335
891+427 _1318
988-664 _324
98-242 _-144
684+831 _1515
726+295 _1021
934*355 _331570
214*727 _155578
507/307 _1.65
14/397 _0.04
616+789 _1405
566*10 _5660
729/497 _1.47
732/601 _1.22
16/139 _0.12
691+303 _994
931-479 _452
963+228 _1191
536/920 _0.58
224-591 _-367
715+633 _1348
283*793 _224419
87/110 _0.79
659/354 _1.86
986+129 _1115
172/36 _4.78
677-261 _416
699/283 _2.47
254-64 _190
480-194 _286
461/544 _0.85
827/525 _1.58
37-491 _-454
957*66 _63162
619*215 _133085
601/923 _0.65
127-319 _-192
225*572 _128700
562-541 _21
995*196 _195020
759*46 _34914
994/421 _2.36
550+844 _1394
124-754 _-630
424+339 _763
316-739 _-423
897+171 _1068
54*913 _49302
134/255 _0.53
185-143 _42
87*539 _46893
495*197 _97515
938+28 _966
138-781 _-643
339-440 _-101
155-560 _-405
492*54 _26568
137+775 _912
724+155 _879
778/120 _6.48
864-684 _180
134+990 _1124
605-588 _17
879*1 _879
404+56 _460
697/345 _2.02
44/126 _0.35
127/404 _0.31
527*586 _308822
746+288 _1034
121*459 _55539
850-590 _260
475+927 _1402
843-474 _369
229-514 _-285
589+812 _1401
847-928 _-81
44-103 _-59
707-690 _17
293/727 _0.4
516*508 _262128
586-686 _-100
108+100 _208
314+65 _379
664/485 _1.37
860-172 _688
663/88 _7.53
524/374 _1.4
238-434 _-196
32/894 _0.04
994+453 _1447
590+170 _760
977*255 _249135
295/469 _0.63
829-228 _601
193/600 _0.32
821*29 _23809
396*861 _340956
735*48 _35280
197+943 _1140
90/519 _0.17
563*196 _110348
491/130 _3.78
624+152 _776
152-639 _-487
23/16 _1.44
82-68 _14
275-454 _-179
2+567 _569
973-141 _832
646+806 _1452
835-171 _664
133/256 _0.52
9/56 _0.16
728/497 _1.46
146-689 _-543
373-659 _-286
162/248 _0.65
228-352 _-124
25+646 _671
247-923 _-676
85+156 _241
801-719 _82
442-799 _-357
752-305 _447
315-800 _-485
839-229 _610
850*871 _740350
539/506 _1.07
22*966 _21252
487-907 _-420
883+371 _1254
197*776 _152872
252-817 _-565
458/985 _0.46
302-107 _195
24-543 _-519
160+900 _1060
936/281 _3.33
411-909 _-498
412-265 _147
624-34 _590
64+201 _265
939+482 _1421
411*168 _69048
45-422 _-377
932-751 _181
583/676 _0.86
838-144 _694
974/651 _1.5
934+363 _1297
931/34 _27.38
379-551 _-172
843/787 _1.07
180/2 _90.0
498-344 _154
119*612 _72828
785*322 _252770
925*963 _890775
888*251 _222888
365+50 _415
518-857 _-339
351*726 _254826
95-742 _-647
495+897 _1392
217*639 _138663
114-170 _-56
696-658 _38
731-195 _536
331-927 _-596
461*93 _42873
767*679 _520793
39*378 _14742
275-895 _-620
937-256 _681
868+58 _926
295-964 _-669
628-751 _-123
928+100 _1028
32+945 _977
357/264 _1.35
589-721 _-132
407*535 _217745
451/319 _1.41
463+822 _1285
405+455 _860
391*962 _376142
506-891 _-385
746+156 _902
946/31 _30.52
173-898 _-725
954-435 _519
21-473 _-452
158-274 _-116
264+703 _967
241+774 _1015
195/119 _1.64
468/980 _0.48
636*750 _477000
459+26 _485
2+220 _222
737*159 _117183
811+339 _1150
905*505 _457025
792-422 _370
400+482 _882
956*992 _948352
268*460 _123280
650+688 _1338
777*535 _415695
532/804 _0.66
695-934 _-239
340/357 _0.95
638-909 _-271
168+241 _409
284-104 _180
762-508 _254
61*344 _20984
625+446 _1071
406+288 _694
24-940 _-916
269+21 _290
168*59 _9912
544/449 _1.21
799+258 _1057
132*56 _7392
728/983 _0.74
521-140 _381
328/422 _0.78
244*226 _55144
818-991 _-173
449-882 _-433
978*191 _186798
858+362 _1220
295*593 _174935
452-440 _12
920*459 _422280
94+77 _171
542*928 _502976
961*68 _65348
613-502 _111
102-852 _-750
626*280 _175280
241/804 _0.3
434*628 _272552
774-72 _702
831+88 _919
476+93 _569
787/974 _0.81
357*323 _115311
467+626 _1093
541+570 _1111
901+734 _1635
537+960 _1497
95*631 _59945
142-571 _-429
206*665 _136990
363+953 _1316
768/698 _1.1
187+334 _521
489/333 _1.47
649-601 _48
369*303 _111807
807-456 _351
611/997 _0.61
623*537 _334551
425-985 _-560
856-355 _501
920-300 _620
219/830 _0.26
308+352 _660
849*967 _820983
824/224 _3.68
235-344 _-109
842/151 _5.58
554-183 _371
383*380 _145540
602*657 _395514
738-738 _0
613-520 _93
363-890 _-527
343/862 _0.4
797-939 _-142
234-863 _-629
329*989 _325381
352+189 _541
86*814 _70004
903/762 _1.19
397+960 _1357
20*778 _15560
905+881 _1786
574/81 _7.09
228-404 _-176
923-208 _715
430/159 _2.7
461+350 _811
417-288 _129
302/585 _0.52
804/439 _1.83
578/745 _0.78
669-421 _248
95-497 _-402
412/117 _3.52
219-541 _-322
56/304 _0.18
299-791 _-492
396/97 _4.08
62*307 _19034
260*246 _63960
707-476 _231
802*613 _491626
780-399 _381
944-457 _487
699+9 _708
446/364 _1.23
3/135 _0.02
891/852 _1.05
523*411 _214953
864*432 _373248
757+497 _1254
238-662 _-424
506-262 _244
310*431 _133610
195+281 _476
474+421 _895
660-871 _-211
319+584 _903
258+784 _1042
782+470 _1252
328*252 _82656
921*708 _652068
767/719 _1.07
777*473 _367521
374*308 _115192
140/354 _0.4
338-499 _-161
358-491 _-133
233-1000 _-767
840/388 _2.16
407*525 _213675
921*436 _401556
153*518 _79254
27/558 _0.05
174/655 _0.27
8+423 _431
207/3 _69.0
709+722 _1431
399+375 _774
277+115 _392
30*771 _23130
949*941 _893009
561/181 _3.1
511*77 _39347
685-345 _340
689+469 _1158
719*297 _213543
99+79 _178
965/701 _1.38
891-393 _498
149-592 _-443
992-54 _938
825+715 _1540
821*630 _517230
797/539 _1.48
871+400 _1271
479*865 _414335
756+786 _1542
129+394 _523
176-913 _-737
304/742 _0.41
118/384 _0.31
589*135 _79515
81*395 _31995
278*315 _87570
417-443 _-26
294/572 _0.51
56-874 _-818
258-370 _-112
735/703 _1.05
586-449 _137
594+944 _1538
27*554 _14958
183+40 _223
730-120 _610
11/618 _0.02
570+888 _1458
86*556 _47816
329/358 _0.92
624+412 _1036
121*658 _79618
604+16 _620
500*135 _67500
597*884 _527748
617/840 _0.73
523/551 _0.95
82+734 _816
378+85 _463
138/938 _0.15
954+784 _1738
962-95 _867
501-945 _-444
89+157 _246
277/201 _1.38
957*914 _874698
461-711 _-250
182*785 _142870
913/565 _1.62
793/479 _1.66
665-498 _167
749+870 _1619
181*326 _59006
367-91 _276
48*119 _5712
207*502 _103914
54*688 _37152
248*955 _236840
269*844 _227036
42*828 _34776
133+786 _919
65/12 _5.42
585/139 _4.21
197/810 _0.24
508/475 _1.07
587-300 _287
21+622 _643
571+913 _1484
833-149 _684
588/507 _1.16
998+975 _1973
974/141 _6.91
939*943 _885477
467/544 _0.86
954-798 _156
282*249 _70218
804/573 _1.4
575/780 _0.74
725-606 _119
948-834 _114
860+906 _1766
450*200 _90000
30*142 _4260
152*666 _101232
800-653 _147
978*543 _531054
624*616 _384384
379/491 _0.77
534-251 _283
503+495 _998
801+672 _1473
66+283 _349
487/300 _1.62
503+871 _1374
387*894 _345978
910+922 _1832
464*469 _217616
777/486 _1.6
543-385 _158
711-912 _-201
334-317 _17
755+919 _1674
88/573 _0.15
185+280 _465
307*792 _243144
649/267 _2.43
456/80 _5.7
423*666 _281718
919*904 _830776
343*199 _68257
701*846 _593046
929-7 _922
394/243 _1.62
219/971 _0.23
865+87 _952
428*101 _43228
586*381 _223266
573/276 _2.08
282/712 _0.4
886/772 _1.15
872+924 _1796
405+825 _1230
399+887 _1286
622/841 _0.74
976-808 _168
493*866 _426938
15*957 _14355
155/835 _0.19
601-122 _479
502-269 _233
628/851 _0.74
42+844 _886
392-291 _101
863*290 _250270
462*770 _355740
125-618 _-493
359-329 _30
655+265 _920
835/594 _1.41
989+540 _1529
733-304 _429
615+838 _1453
612*255 _156060
965-891 _74
62-114 _-52
863*64 _55232
174-301 _-127
323-590 _-267
336+250 _586
815-200 _615
264-444 _-180
630-761 _-131
70*329 _23030
93*265 _24645
612/882 _0.69
931-950 _-19
930*936 _870480
534-372 _162
375-783 _-408
479*374 _179146
20+958 _978
278*736 _204608
796+171 _967
615+575 _1190
674*48 _32352
793*340 _269620
267-720 _-453
921-538 _383
789+81 _870
702+931 _1633
985*2 _1970
712*244 _173728
957+812 _1769
381-170 _211
586/781 _0.75
585*502 _293670
779*758 _590482
655+288 _943
306-590 _-284
545*593 _323185
397+621 _1018
722/335 _2.16
52+365 _417
588-144 _444
388/838 _0.46
733*666 _488178
346/249 _1.39
562-297 _265
592+298 _890
864-909 _-45
732/454 _1.61
733-241 _492
977-138 _839
412+869 _1281
738*224 _165312
318+720 _1038
84+25 _109
53/165 _0.32
912+322 _1234
488*508 _247904
396/627 _0.63
800*196 _156800
104-262 _-158
567+754 _1321
435/496 _0.88
216*601 _129816
585+542 _1127
554+25 _579
781+998 _1779
816*553 _451248
72-60 _12
449-151 _298
705+605 _1310
540/576 _0.94
805+758 _1563
577-265 _312
750+116 _866
310-376 _-66
842-473 _369
251*896 _224896
531*814 _432234
817-40 _777
731-129 _602
702/76 _9.24
659+378 _1037
416/272 _1.53
790*249 _196710
379+392 _771
950-300 _650
605+955 _1560
905-154 _751
134-92 _42
249*310 _77190
309+957 _1266
209*783 _163647
27+437 _464
964+372 _1336
651/421 _1.55
434*58 _25172
731/733 _1.0
648-915 _-267
855/560 _1.53
807+345 _1152
107/543 _0.2
84+117 _201
116*409 _47444
594+978 _1572
779-966 _-187
296*384 _113664
144+498 _642
775-646 _129
878-332 _546
739*647 _478133
950*637 _605150
410+600 _1010
426-891 _-465
270*167 _45090
114/492 _0.23
48/129 _0.37
213-472 _-259
451*203 _91553
689/229 _3.01
136*161 _21896
951-834 _117
226-591 _-365
917*504 _462168
353*473 _166969
876-51 _825
502+784 _1286
746+28 _774
532*470 _250040
842-646 _196
41+162 _203
991-729 _262
979+197 _1176
373-885 _-512
857-283 _574
529/318 _1.66
25-591 _-566
489+383 _872
839+867 _1706
634/525 _1.21
58/426 _0.14
810-133 _677
345+216 _561
439+697 _1136
864+320 _1184
400-136 _264
890/808 _1.1
648-521 _127
702*335 _235170
121*538 _65098
134+202 _336
999+684 _1683
491*682 _334862
98*238 _23324
372-815 _-443
268/819 _0.33
75/822 _0.09
376*436 _163936
901-809 _92
550/640 _0.86
325/747 _0.44
174*470 _81780
106*887 _94022
667-218 _449
917/468 _1.96
202-48 _154
620+693 _1313
795*739 _587505
745*260 _193700
168/659 _0.25
718+10 _728
779*60 _46740
496/497 _1.0
227/544 _0.42
646+857 _1503
762*274 _208788
961+403 _1364
998*278 _277444
348+964 _1312
524-722 _-198
566+289 _855
623*242 _150766
465*95 _44175
994/681 _1.46
1*784 _784
302/655 _0.46
577+347 _924
479/239 _2.0
289*438 _126582
946*405 _383130
729/403 _1.81
803+764 _1567
517/393 _1.32
870/107 _8.13
581/669 _0.87
791+860 _1651
225+561 _786
446+127 _573
459*745 _341955
58-500 _-442
667/451 _1.48
834-372 _462
848+150 _998
927+729 _1656
329/180 _1.83
77/351 _0.22
104*623 _64792
25+473 _498
34/187 _0.18
311+727 _1038
979-827 _152
884-390 _494
101*60 _6060
140+139 _279
169/344 _0.49
907+403 _1310
945*847 _800415
335/725 _0.46
648-325 _323
208+603 _811
609*784 _477456
931/748 _1.24
625-326 _299
168+617 _785
918-609 _309
814/670 _1.21
767/58 _13.22
232-138 _94
2/483 _0.0
456+337 _793
808/986 _0.82
658-1000 _-342
756*644 _486864
716+778 _1494
754+32 _786
429/457 _0.94
84/530 _0.16
847*776 _657272
148+5 _153
850+229 _1079
402-131 _271
394/529 _0.74
682-472 _210
293/595 _0.49
765*708 _541620
711*842 _598662
559-159 _400
768/114 _6.74
645*42 _27090
608/672 _0.9
137+749 _886
942-595 _347
629/305 _2.06
673*904 _608392
734*603 _442602
269*375 _100875
423*899 _380277
25*721 _18025
497+449 _946
816-915 _-99
171+69 _240
914-541 _373
791+875 _1666
165+995 _1160
692*224 _155008
990/336 _2.95
832+119 _951
718-959 _-241
362-682 _-320
38*386 _14668
367*169 _62023
510*98 _49980
483-155 _328
888*278 _246864
70*32 _2240
696-452 _244
156+493 _649
399*798 _318402
559*217 _121303
765*69 _52785
526-956 _-430
860/605 _1.42
195-580 _-385
489*251 _122739
812+963 _1775
880+485 _1365
669+590 _1259
756/863 _0.88
580/961 _0.6
64/599 _0.11
686/172 _3.99
884/150 _5.89
711/426 _1.67
654-952 _-298
945+620 _1565
295+740 _1035
242-14 _228
640-785 _-145
143+51 _194
460/848 _0.54
